form	lemma	POS	morph
དགོས་	དགོས་	VERB
ཕྱག་	ཕྱག་	NOUN
བཅུ་གཉིས་པ་	བཅུ་གཉིས་པ་	NO_POS
འི་	གི་	PART
དྲུང་	དྲུང་	NOUN
དུ་	ལ་	PART
འདུག་པ་	འདུག་པ་	VERB
ར་	ལ་	PART
མོ་	མོ་	VERB
ཤིག་	ཅིག་	PART
།		PUNCT
ཅེས་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
དོ་	གོ་	PART
། །		PUNCT
དེ་ཙམ་	དེ་ཙམ་	NO_POS
གྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
ཕྱི་	ཕྱི་	NOUN
འི་	གི་	PART
འཇུག་པ་	འཇུག་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གཉིས་པ་	གཉིས་པ་	NUM
ནང་འཇུག་	ནང་འཇུག་	NO_POS
ལ་	ལ་	ADP
བཅུ་དྲུག་	བཅུ་དྲུག་	NO_POS
		
ལུ་	ལུ་	NO_POS
		
བཞི་	བཞི་	NUM
		
སྟེ་	སྟེ་	PART
།		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
བསྒྲགས་པ་	བསྒྲགས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
		
བསྲུང་བ་	བསྲུང་བ་	VERB
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
		
ལུ་	ལུ་	NO_POS
		
བསྲུང་བ་	བསྲུང་བ་	VERB
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
		
ལྷ་	ལྷ་	NOUN
ར་	ལ་	PART
བསྐྱེད་	བསྐྱེད་	VERB
ཅིང་	ཅིང་	PART
གོ་ཆ་	གོ་ཆ་	NOUN
བཅིང་བ་	བཅིང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དཔའ་བོ་	དཔའ་བོ་	NOUN
བསྐུལ་བ་	བསྐུལ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཕྱག་	ཕྱག་	NOUN
དང་	དང་	NO_POS
སྐྱབས་འགྲོ་	སྐྱབས་འགྲོ་	OTHER
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་པ་	གདབ་པ་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྦྱང་བ་	སྦྱང་བ་	VERB
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ལྷ་	ལྷ་	NOUN
ར་	ལ་	PART
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཕྱག་	ཕྱག་	NOUN
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྡོམ་པ་	སྡོམ་པ་	NOUN
གཟུང་བ་	གཟུང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དམ་	དམ་	PART
ལ་	ལ་	ADP
བཞག་པ་	བཞག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་པ་	གདབ་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
དབབ་	དབབ་	NO_POS
ཅིང་	ཅིང་	PART
བརྟན་པ་	བརྟན་པ་	VERB
ར་	ལ་	PART
བྱ་བ་	བྱ་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
ཁ་དོག་	ཁ་དོག་	NOUN
དྲི་བ་	དྲི་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མེ་ཏོག་ཕྲེང་བ་	མེ་ཏོག་ཕྲེང་བ་	NOUN
གཏོར་བ་	གཏོར་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མགོ་	མགོ་	NOUN
ལ་	ལ་	ADP
བཅིང་བ་	བཅིང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གདོང་	གདོང་	NOUN
གཡོགས་	གཡོགས་	VERB
ཕྱེ་	ཕྱེ་	VERB
ལ་	ལ་	ADP
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
བསྟན་པ་	བསྟན་པ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དང་པོ་	དང་པོ་	ADJ
ནི་	ནི་	NO_POS
།		PUNCT
		
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
།		PUNCT
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
།		PUNCT
		
གོང་	གོང་	NOUN
ན་	ནས་	PART
གོང་མ་	གོང་མ་	ADJ
འི་	གི་	PART
སྡོམ་པ་	སྡོམ་པ་	NOUN
ནི་	ནི་	NO_POS
། །		PUNCT
བུ་	བུ་	NOUN
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
གཟུང་	གཟུང་	VERB
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
གྲོལ་བ་	གྲོལ་བ་	VERB
འི་	གི་	PART
རྒྱུ་	རྒྱུ་	NOUN
ནི་	ནི་	NO_POS
དེ་ལས་	དེ་ལས་	NO_POS
གཞན་	གཞན་	DET
། །		PUNCT
ཐབས་	ཐབས་	NOUN
ནི་	ནི་	NO_POS
ཅུང་ཟད་	ཅུང་ཟད་	ADV
ཡོད་	ཡོད་	VERB
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
ལ་	ལ་	ADP
སྡོམ་པ་	སྡོམ་པ་	NOUN
བསྒྲགས་	བསྒྲགས་	NO_POS
སོ་	སོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གཉིས་པ་	གཉིས་པ་	NUM
ཡི་གེ་	ཡི་གེ་	NOUN
བདུན་པ་	བདུན་པ་	NUM
བརྗོད་	བརྗོད་	VERB
ཅིང་	ཅིང་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
ཁ་	ཁ་	PRON
ར་	ལ་	PART
བླུགས་	བླུགས་	VERB
ལུས་	ལུས་	NOUN
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
གཏོར་རོ་	གཏོར་རོ་	NO_POS
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གྲུབ་	གྲུབ་	VERB
ན་	ན་	ADP
སྟ་གོན་	སྟ་གོན་	NOUN
བཞིན་	བཞིན་	NOUN
སྤྲོ་བ་	སྤྲོ་བ་	VERB
བསྐྱེད་	བསྐྱེད་	VERB
དེ་	དེ་	DET
ཕྱག་ལེན་	ཕྱག་ལེན་	NOUN
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
མི་	མི་	PART
མཛད་	མཛད་	VERB
དེ་	དེ་	DET
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གསུམ་པ་	གསུམ་པ་	NUM
སློབ་མ་	སློབ་མ་	NOUN
ལྷག་པ་	ལྷག་པ་	VERB
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
ར་	ལ་	PART
མོ་	མོ་	VERB
ལ་	ལ་	ADP
གོ་ཆ་	གོ་ཆ་	NOUN
དགོད་	དགོད་	VERB
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བཞི་པ་	བཞི་པ་	ADJ
དཔའ་བོ་	དཔའ་བོ་	NOUN
བསྐུལ་བ་	བསྐུལ་བ་	VERB
ནི་	ནི་	NO_POS
༑		PUNCT
སློབ་མ་	སློབ་མ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱང་	ཀྱང་	PART
འོག་མ་	འོག་མ་	ADJ
འོག་མ་	འོག་མ་	ADJ
འི་	གི་	PART
མཐེ་བོང་	མཐེ་བོང་	NOUN
གཡས་པ་	གཡས་པ་	VERB
རྣམས་	རྣམས་	DET
གོང་མ་	གོང་མ་	ADJ
གོང་མ་	གོང་མ་	ADJ
འི་	གི་	PART
ལག་པ་	ལག་པ་	NOUN
གཡོན་པ་	གཡོན་པ་	ADJ
ས་	གིས་	PART
བཟུང་	བཟུང་	NO_POS
།		PUNCT
སློབ་མ་	སློབ་མ་	NOUN
འི་	གི་	PART
གཙོ་བོ་	གཙོ་བོ་	ADJ
འི་	གི་	PART
མཐེ་བོང་	མཐེ་བོང་	NOUN
གཡས་པ་	གཡས་པ་	VERB
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱི་	གི་	PART
གཡོན་པ་	གཡོན་པ་	ADJ
ས་	གིས་	PART
བཟུང་	བཟུང་	NO_POS
ལ་	ལ་	ADP
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཤྲཱི་		NON_WORD
ཧེ་	ཧེ་	INTJ
རུ་	ལ་	PART
ཀཱ་	ཀཱ་	NO_POS
ཡ་	ཡ་	NOUN
བིདྨ་		NON_WORD
ཧེ་	ཧེ་	INTJ
།		PUNCT
བིདྱཱ་		NON_WORD
རཱ་	རཱ་	NO_POS
ཛ་ཡ་	ཛ་ཡ་	NO_POS
དྷི་		NON_WORD
མ་ཧེ་	མ་ཧེ་	NO_POS
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
།		PUNCT
ཞེ་	ཅེས་	PART
རང་	རང་	PRON
གི་	གི་	PART
སེམས་ཉིད་	སེམས་ཉིད་	NOUN
ལ་	ལ་	ADP
དཔའ་བོ་	དཔའ་བོ་	NOUN
བསྐུལ་	བསྐུལ་	VERB
ལོ་	ལོ་	NOUN
། །		PUNCT
		
དེ་ནས་	དེ་ནས་	NO_POS
ལྔ་པ་	ལྔ་པ་	NUM
ཕྱག་	ཕྱག་	NOUN
དང་	དང་	NO_POS
སྐྱབས་འགྲོ་	སྐྱབས་འགྲོ་	OTHER
གསོལ་	གསོལ་	VERB
གདབ་	གདབ་	NO_POS
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
སློབ་མ་	སློབ་མ་	NOUN
རྗེས་ཟློས་	རྗེས་ཟློས་	NOUN
བྱེད་	བྱེད་	VERB
དུ་	ལ་	PART
བཅུག་	བཅུག་	VERB
ལ་	ལ་	ADP
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
།		PUNCT
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
དེ་ནས་	དེ་ནས་	NO_POS
དཔོན་	དཔོན་	NOUN
གྱིས་	གིས་	PART
།		PUNCT
		
གང་	གང་	NO_POS
གི་	གི་	PART
དྲིན་	དྲིན་	NOUN
གྱིས་	གིས་	PART
བདེ་ཆེན་	བདེ་ཆེན་	NOUN
ཉིད་	ཉིད་	DET
། །		PUNCT
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
ཉིད་	ཉིད་	DET
ལ་	ལ་	ADP
འཆར་བ་	འཆར་བ་	VERB
གང་	གང་	NO_POS
། །		PUNCT
བླ་མ་	བླ་མ་	NOUN
རིན་ཆེན་	རིན་ཆེན་	OTHER
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
སྐུ་	སྐུ་	NOUN
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཅན་	ཅན་	PART
ཞབས་པད་	ཞབས་པད་	NOUN
ལ་	ལ་	ADP
འདུད་	འདུད་	NO_POS
། །		PUNCT
ཅེས་པ་	ཅེས་པ་	PART
ས་	གིས་	PART
བླ་མ་	བླ་མ་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀུན་	ཀུན་	DET
གྱྀ་		NON_WORD
རང་བཞིན་	རང་བཞིན་	NOUN
སྐུ་	སྐུ་	NOUN
། །		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
སྐྱབས་	སྐྱབས་	NOUN
སུ་	སུ་	ADP
མཆི་	མཆི་	NO_POS
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
སྐྱབས་འགྲོ་	སྐྱབས་འགྲོ་	OTHER
བྱ་	བྱ་	VERB
།		PUNCT
དཔའ་བོ་	དཔའ་བོ་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
། །		PUNCT
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
གནས་	གནས་	NOUN
ལ་	ལ་	ADP
བདག་	བདག་	PRON
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
། །		PUNCT
ཞེས་་	ཞེས་པ་	PART
ས་	གིས་	PART
ལྷག་པ་	ལྷག་པ་	VERB
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
ལ་	ལ་	ADP
ཕྱག་	ཕྱག་	NOUN
འཚལ་	འཚལ་	VERB
ཞིང་	ཞིང་	SCONJ
སྐྱབས་	སྐྱབས་	NOUN
སུ་	སུ་	ADP
འགྲོ་བ་	འགྲོ་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སློབ་མ་	སློབ་མ་	NOUN
ས་	གིས་	PART
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ལ་	ལ་	ADP
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་པ་	གདབ་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
དོན་དམ་	དོན་དམ་	NOUN
སྨྲ་བ་	སྨྲ་བ་	VERB
འི་	གི་	PART
སེང་གེ་	སེང་གེ་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ཞེ་	ཅེས་	PART
བྱ་བ་	བྱ་བ་	VERB
། །		PUNCT
ཉོན་མོངས་	ཉོན་མོངས་	NOUN
གཅོད་པ་	གཅོད་པ་	VERB
འི་	གི་	PART
དོན་	དོན་	NOUN
ལ་	ལ་	ADP
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
མཁའ་	མཁའ་	VERB
གྱུར་པ་	གྱུར་པ་	VERB
། །		PUNCT
སྲིད་པ་	སྲིད་པ་	VERB
འི་	གི་	PART
ཉེ་	ཉེ་	VERB
ས་	གིས་	PART
བརྒྱ་	བརྒྱ་	NUM
བསྐྱེད་	བསྐྱེད་	VERB
རྩ་ཉོན་	རྩ་ཉོན་	NO_POS
མོངས་	མོངས་	VERB
ཆོམས་		NON_WORD
མཛོད་	མཛོད་	NOUN
ལ་	ལ་	ADP
། །		PUNCT
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
དོན་དམ་	དོན་དམ་	NOUN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
དེ་ཉིད་	དེ་ཉིད་	NOUN
བདག་	བདག་	PRON
ལ་	ལ་	ADP
གྲུབ་པ་	གྲུབ་པ་	VERB
ར་	ལ་	PART
མཛོད་	མཛོད་	NOUN
། །		PUNCT
ཅེས་	ཅེས་	PART
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་	གདབ་	NO_POS
༑		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱིས་	གིས་	PART
ལྷ་	ལྷ་	NOUN
ལ་	ལ་	ADP
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་པ་	གདབ་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་པ་	གཤེགས་པ་	VERB
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
གནས་	གནས་	NOUN
། །		PUNCT
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
དཔལ་	དཔལ་	OTHER
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
མཆོག་	མཆོག་	ADJ
།		PUNCT
སྙིང་པོ་	སྙིང་པོ་	NOUN
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
འདི་རུ་	འདི་རུ་	NO_POS
ནི་	ནི་	NO_POS
། །		PUNCT
བདག་	བདག་	PRON
གིས་	གིས་	PART
སློབ་མ་	སློབ་མ་	NOUN
གཞུག་པ་	གཞུག་པ་	VERB
ར་	ལ་	PART
བགྱི་	བགྱི་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
གྱིས་	གིས་	PART
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་བོ་	གདབ་བོ་	NO_POS
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དྲུག་པ་	དྲུག་པ་	NUM
སྦྱང་བ་	སྦྱང་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
གྲུབ་	གྲུབ་	VERB
ན་	ན་	ADP
སྔ་	སྔ་	NOUN
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ལ་	ལ་	ADP
བྱས་པ་	བྱས་པ་	VERB
བཞིན་	བཞིན་	NOUN
བགེགས་	བགེགས་	NOUN
སྦྱང་བ་	སྦྱང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སྡིག་པ་	སྡིག་པ་	VERB
སྦྱང་བ་	སྦྱང་བ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བུམ་པ་	བུམ་པ་	NOUN
འི་	གི་	PART
ཆུ་	ཆུ་	VERB
དྲི་མ་	དྲི་མ་	NOUN
སྦྱང་བ་	སྦྱང་བ་	VERB
དང་	དང་	NO_POS
གསུམ་	གསུམ་	NUM
ཀ་	ཀ་	DET
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
མ་	མ་	PART
གྲུབ་	གྲུབ་	VERB
ན་	ན་	ADP
བགེགས་	བགེགས་	NOUN
སྦྱང་བ་	སྦྱང་བ་	VERB
ཙམ་	ཙམ་	DET
ལ་	ལ་	ADP
བརྟེན་	བརྟེན་	VERB
ཀྱང་	ཀྱང་	PART
རུང་	རུང་	SCONJ
ངོ་	ངོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བདུན་པ་	བདུན་པ་	NUM
ནང་	ནང་	NOUN
དུ་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
དངོ་	དངོ་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
སློབ་མ་	སློབ་མ་	NOUN
སྐད་ཅིག་	སྐད་ཅིག་	OTHER
གིས་	གིས་	PART
སྟོང་པ་	སྟོང་པ་	VERB
ར་	ལ་	PART
བསྒོམས་	བསྒོམས་	VERB
ལ་	ལ་	ADP
།		PUNCT
		
སྟོང་པ་	སྟོང་པ་	VERB
འི་	གི་	PART
ངང་	ངང་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
		
ཞ་	ཞ་	OTHER
		
སྟོང་པ་	སྟོང་པ་	VERB
འི་	གི་	PART
ངང་	ངང་	NOUN
