form	lemma	POS	morph
བདེ་མཆོག་	བདེ་མཆོག་	PROPN
དང་	དང་	NO_POS
གྲོལ་བ་	གྲོལ་བ་	VERB
འི་	གི་	PART
འབྲས་	འབྲས་	NOUN
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
། །		PUNCT
ཡིད་	ཡིད་	NOUN
ལ་	ལ་	ADP
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
བརྗོད་	བརྗོད་	VERB
ལ་	ལ་	ADP
།		PUNCT
སློབ་མ་	སློབ་མ་	NOUN
ས་	གིས་	PART
།		PUNCT
གཙོ་བོ་	གཙོ་བོ་	ADJ
ས་	གིས་	PART
ཇི་ལྟ་		
བཀའ་	བཀའ་	NOUN
སྩལ་པ་	སྩལ་པ་	VERB
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བདག་	བདག་	PRON
གིས་	གིས་	PART
བགྱིད་པ་	བགྱིད་པ་	VERB
ར་	ལ་	PART
འཚལ་	འཚལ་	VERB
། །		PUNCT
ཞེ་	ཅེས་	PART
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
བརྗོད་	བརྗོད་	VERB
ལ་	ལ་	ADP
དམ་ཚིག་	དམ་ཚིག་	NOUN
དང་	དང་	NO_POS
སྡོམ་པ་	སྡོམ་པ་	NOUN
བསྲུང་བ་	བསྲུང་བ་	VERB
ར་	ལ་	PART
ཁ་	ཁ་	PRON
ས་	གིས་	PART
བླང་	བླང་	NO_POS
ངོ་	ངོ་	PART
། །		PUNCT
སྤྱོད་པ་	སྤྱོད་པ་	VERB
འི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
གནང་བ་	གནང་བ་	NO_POS
ནི་	ནི་	NO_POS
། །		PUNCT
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སེམས་	སེམས་	NOUN
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
། །		PUNCT
མི་	མི་	PART
བྱ་བ་	བྱ་བ་	VERB
ནི་	ནི་	NO_POS
ཅི་ཡང་	ཅི་ཡང་	OTHER
མེད་	མེད་	VERB
། །		PUNCT
ཚངས་པ་	ཚངས་པ་	PROPN
ར་	ལ་	PART
སྤྱོད་པ་	སྤྱོད་པ་	VERB
རྟག་	རྟག་	VERB
ནོས་	ནོས་	VERB
ལ་	ལ་	ADP
།།		PUNCT
འདོད་པ་	འདོད་པ་	VERB
ལྔ་	ལྔ་	NUM
ལ་	ལ་	ADP
སྤྱད་པ་	སྤྱད་པ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
ལ་	ལ་	ADP
གནས་	གནས་	NOUN
ཟ་	ཟ་	NOUN
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སེམས་དཔའ་	སེམས་དཔའ་	NOUN
ལ་སོགས་	ལ་སོགས་	NO_POS
བརྡ་	བརྡ་	NOUN
ས་	གིས་	PART
། །		PUNCT
གཉིས་	གཉིས་	NUM
སུ་	སུ་	ADP
མེད་	མེད་	VERB
དང་	དང་	NO_POS
ཐོགས་མེད་	ཐོགས་མེད་	PROPN
དང་	དང་	NO_POS
། །		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
སྤྱོད་པ་	སྤྱོད་པ་	VERB
སྤྱད་པ་	སྤྱད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
སྣ་ཚོགས་	སྣ་ཚོགས་	DET
དབང་ཕྱུག་	དབང་ཕྱུག་	NOUN
ལེགས་སྤྱད་	ལེགས་སྤྱད་	NO_POS
དེ་	དེ་	DET
། །		PUNCT
ཚངས་སྤྱོད་	ཚངས་སྤྱོད་	NO_POS
དེ་བཞིན་	དེ་བཞིན་	OTHER
བསམ་གཏན་	བསམ་གཏན་	NOUN
ནོ་	གོ་	PART
།		PUNCT
ཁྲོ་བ་	ཁྲོ་བ་	VERB
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
རྒྱུན་	རྒྱུན་	NOUN
བཅད་པ་	བཅད་པ་	VERB
འི་	གི་	PART
། །		PUNCT
སྒྲུབ་པ་པོ་	སྒྲུབ་པ་པོ་	VERB
ཡི་	གིས་	PART
ཡོངས་སུ་	ཡོངས་སུ་	NO_POS
བསྲུང་	བསྲུང་	NO_POS
༑ ༑		PUNCT
རྟག་	རྟག་	VERB
ཏུ་	ལ་	PART
བསྒྲུབ་	བསྒྲུབ་	VERB
ལ་	ལ་	ADP
གནས་	གནས་	NOUN
བྱ་	བྱ་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
ཡུལ་	ཡུལ་	NOUN
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	NOUN
།།		PUNCT
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
འོ་	གོ་	PART
། །		PUNCT
མི་	མི་	PART
བརྟན་	བརྟན་	VERB
སྲོག་	སྲོག་	NOUN
ནི་	ནི་	NO_POS
ཇི་སྲིད་པ་	ཇི་སྲིད་པ་	PRON
ར་	ལ་	PART
། །		PUNCT
བུ་	བུ་	NOUN
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	ADP
། །		PUNCT
ཅི་	ཅི་	NO_POS
འདོད་པ་	འདོད་པ་	VERB
ར་	ལ་	PART
ནི་	ནི་	NO_POS
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
ཅིག་	ཅིག་	PART
།		PUNCT
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
དཔལ་	དཔལ་	OTHER
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
ཆེ་	ཆེ་	VERB
ར་	ལ་	PART
། །		PUNCT
བསམས་	བསམས་	VERB
ན་	ནས་	PART
ཐམས་ཅད་	ཐམས་ཅད་	DET
རབ་ཏུ་	རབ་ཏུ་	NO_POS
བརྟག་	བརྟག་	VERB
།		PUNCT
བདག་ཉིད་	བདག་ཉིད་	NOUN
དཔའ་བོ་	དཔའ་བོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
དང་	དང་	NO_POS
། །		PUNCT
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
ནི་	ནི་	NO_POS
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
དངོ་	དངོ་	NOUN
		
ལུ་	ལུ་	NO_POS
		
གནས་	གནས་	NOUN
		
། །		PUNCT
		
དེ་བ་	དེ་བ་	OTHER
ས་	གིས་	PART
		
ལུ་	ལུ་	NO_POS
		
བསམ་པ་	བསམ་པ་	VERB
ས་	གིས་	PART
		
འབད་པ་	འབད་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱིས་	གིས་	PART
།།		PUNCT
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
དཔལ་	དཔལ་	OTHER
བདག་	བདག་	PRON
མཆོད་	མཆོད་	VERB
དོ་	གོ་	PART
། །		PUNCT
འདོད་ཆགས་	འདོད་ཆགས་	NOUN
བྲལ་བ་	བྲལ་བ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
ཡི་	ཡི་	ADP
།		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
ན་	ན་	ADP
ནི་	ནི་	NO_POS
སྡིག་	སྡིག་	NOUN
མེད་	མེད་	VERB
དེ་	དེ་	DET
། །		PUNCT
དེ་བ་	དེ་བ་	OTHER
ས་	གིས་	PART
འདོད་	འདོད་	VERB
ལ་	ལ་	ADP
ཆགས་བྲལ་	ཆགས་བྲལ་	NOUN
བ་	བ་	NOUN
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
ནམ་ཡང་	ནམ་ཡང་	OTHER
མ་	མ་	PART
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
བསྲུང་བ་	བསྲུང་བ་	VERB
འི་	གི་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
གོ་	གོ་	VERB
།		PUNCT
ལུང་བསྟན་པ་	ལུང་བསྟན་པ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
གཟེངས་བསྟོད་པ་	གཟེངས་བསྟོད་པ་	OTHER
ནི་	ནི་	NO_POS
།		PUNCT
གཡོན་པ་	གཡོན་པ་	ADJ
ཡི་	གིས་	PART
ནི་	ནི་	NO_POS
ཆོས་གོས་	ཆོས་གོས་	NOUN
མཐའ་	མཐའ་	NOUN
། །		PUNCT
གཡས་པ་	གཡས་པ་	VERB
ས་	གིས་	PART
མི་	མི་	PART
འཇིགས་	འཇིགས་	VERB
སྩཽལ་		NON_WORD
མཛད་པ་	མཛད་པ་	VERB
།།		PUNCT
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
གནས་	གནས་	NOUN
། །		PUNCT
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
དཔལ་	དཔལ་	OTHER
ལུང་	ལུང་	NOUN
སྟོན་	སྟོན་	VERB
བཞིན་	བཞིན་	NOUN
།།		PUNCT
མགྲིན་	མགྲིན་	NOUN
གཅིག་	གཅིག་	NUM
ཏུ་	ལ་	PART
ནི་	ནི་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱིས་	གིས་	PART
། །		PUNCT
འདི་ལྟར་	འདི་ལྟར་	NO_POS
ང་	ང་	PRON
ཡི་	གིས་	PART
ལུང་བསྟན་	ལུང་བསྟན་	NOUN
ཏེ་	སྟེ་	PART
། །		PUNCT
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
དཔལ་	དཔལ་	OTHER
དེ་བཞིན་	དེ་བཞིན་	OTHER
གཤེགས་	གཤེགས་	VERB
། །		PUNCT
དཔའ་བོ་	དཔའ་བོ་	NOUN
མཆོག་	མཆོག་	ADJ
ཏུ་	ལ་	PART
གྲུབ་པ་	གྲུབ་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
སྲིད་པ་	སྲིད་པ་	VERB
འི་	གི་	PART
ངན་འགྲོ་	ངན་འགྲོ་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
བཏོན་	བཏོན་	NO_POS
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
ཤྲཱི་		NON_WORD
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
བཛྲ་	བཛྲ་	NO_POS
ཨཾ་		NON_WORD
གུ་	གུ་	OTHER
རི་	རི་	NOUN
།		PUNCT
ན་མ་	ན་མ་	PROPN
སརྦ་	སརྦ་	NO_POS
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏ་	ཏ་	OTHER
སིདྡྷི་		NON_WORD
ས་	ས་	ADP
མ་	མ་	PART
ཡ་	ཡ་	NOUN
སྟཱཾཿ་		NON_WORD
བྷུརྦྷུ་		NON_WORD
ཝཿ་		NON_WORD
སྭ་		NON_WORD
		
ལུ་	ལུ་	NO_POS
		
ཧཱ་		NON_WORD
		
།		PUNCT
ཞེ་	ཅེས་	PART
ལུང་བསྟན་	ལུང་བསྟན་	NOUN
ཅིང་	ཅིང་	PART
གཟེངས་བསྟོད་པ་	གཟེངས་བསྟོད་པ་	OTHER
འོ་	གོ་	PART
།།		PUNCT
དབུགས་དབྱུང་བ་	དབུགས་དབྱུང་བ་	NO_POS
ནི་	ནི་	NO_POS
།		PUNCT
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ནི་	ནི་	NO_POS
རྒྱལ་སྲིད་	རྒྱལ་སྲིད་	NOUN
ཆེ་	ཆེ་	VERB
། །		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
འི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
ར་	ལ་	PART
གནས་པ་	གནས་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
ད་ནི་	ད་ནི་	NO_POS
བདུད་	བདུད་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
ས་	གིས་	PART
རྒྱལ་	རྒྱལ་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
གྲོང་ཁྱེར་	གྲོང་ཁྱེར་	NOUN
མཆོག་	མཆོག་	ADJ
ཏུ་	ལ་	PART
ཞུགས་པ་	ཞུགས་པ་	VERB
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཉིད་	ཉིད་	DET
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
།		PUNCT
ཁྱེད་	ཁྱེད་	PRON
རྣམས་	རྣམས་	DET
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
མེད་པ་	མེད་པ་	VERB
ཡིན་	ཡིན་	NO_POS
།།		PUNCT
དབང་	དབང་	NOUN
འདི་	འདི་	DET
བསྐུར་བ་	བསྐུར་བ་	VERB
ཙམ་	ཙམ་	DET
གྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
སློབ་མ་	སློབ་མ་	NOUN
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
བདག་པོ་	བདག་པོ་	NOUN
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
ཉིད་	ཉིད་	DET
ཀྱི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
བརྟན་གཡོ་	བརྟན་གཡོ་	NO_POS
ཀུན་	ཀུན་	DET
གྱི་	གི་	PART
དམ་ཚིག་	དམ་ཚིག་	NOUN
ཡིན་	ཡིན་	NO_POS
། །		PUNCT
དབུགས་དབྱུང་བ་	དབུགས་དབྱུང་བ་	NO_POS
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དྲིན་	དྲིན་	NOUN
ལ་	ལ་	ADP
ལན་	ལན་	NOUN
གྱི་	གི་	PART
བླན་པ་	བླན་པ་	NO_POS
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
བླ་མ་	བླ་མ་	NOUN
ལ་	ལ་	ADP
ཅི་	ཅི་	NO_POS
འབྱོར་བ་	འབྱོར་བ་	VERB
འི་	གི་	PART
ཡོན་	ཡོན་	NOUN
དབུལ་	དབུལ་	NO_POS
ལོ་	ལོ་	NOUN
། །		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
སློབ་དཔོན་	སློབ་དཔོན་	NOUN
གྱི་	གི་	PART
དབང་	དབང་	NOUN
དང་	དང་	NO_POS
འབྲེལ་བ་	འབྲེལ་བ་	VERB
བཅུ་གཉིས་	བཅུ་གཉིས་	NO_POS
བསྟན་	བསྟན་	VERB
ཏོ་	གོ་	PART
།།		PUNCT
དེ་	དེ་	DET
ཚོ་	ཚོ་	NOUN
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
གསུམ་	གསུམ་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
རི་མོ་	རི་མོ་	NOUN
ར་	ལ་	PART
བྲིས་པ་	བྲིས་པ་	VERB
འི་	གི་	PART
དཀྱིལ་འཁོར་	དཀྱིལ་འཁོར་	NOUN
ཡིན་	ཡིན་	NO_POS
།		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
རྩ་ལྟུང་	རྩ་ལྟུང་	OTHER
བཅུ་བཞི་	བཅུ་བཞི་	NO_POS
ཡན་ལག་	ཡན་ལག་	NOUN
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
བསྲུང་	བསྲུང་	NO_POS
དགོས་	དགོས་	VERB
།		PUNCT
དྲི་མ་	དྲི་མ་	NOUN
གང་དག་པ་	གང་དག་པ་	NO_POS
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
ན་	ན་	ADP
།		PUNCT
གཙོ་བོ་	གཙོ་བོ་	ADJ
ར་	ལ་	PART
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
དྲི་མ་	དྲི་མ་	NOUN
དག་པ་	དག་པ་	VERB
ར་	ལ་	PART
བྱེད་	བྱེད་	VERB
།		PUNCT
བསྐྱེད་པ་	བསྐྱེད་པ་	VERB
འི་	གི་	PART
རིམ་པ་	རིམ་པ་	NOUN
སྒོམ་པ་	སྒོམ་པ་	VERB
ལ་	ལ་	ADP
དབང་	དབང་	NOUN
ངོ་	ངོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
དབང་	དབང་	NOUN
ནི་	ནི་	NO_POS
།		PUNCT
ས་ཕྱོགས་	ས་ཕྱོགས་	NOUN
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
དབེན་པ་	དབེན་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ལ་	ལ་	ADP
བླ་མ་	བླ་མ་	NOUN
ཡོན་	ཡོན་	NOUN
གྱིས་	གིས་	PART
མཉེས་པ་	མཉེས་པ་	VERB
ར་	ལ་	PART
བྱ་ཚོགས་	བྱ་ཚོགས་	NO_POS
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ས་	གིས་	PART
མཆོད་	མཆོད་	VERB
།		PUNCT
གསང་བ་	གསང་བ་	VERB
འི་	གི་	PART
ཡུམ་	ཡུམ་	NOUN
དབུལ་	དབུལ་	NO_POS
༑		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་པ་	གདབ་པ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
བཅོམ་ལྡན་	བཅོམ་ལྡན་	NOUN
ཞི་བ་	ཞི་བ་	VERB
ཆེན་པོ་	ཆེན་པོ་	ADJ
ཀྱེ་	ཀྱེ་	INTJ
། །		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སྦྱོར་	སྦྱོར་	VERB
ལ་	ལ་	ADP
ས་	གིས་	PART
ཡང་དག་	ཡང་དག་	ADJ
བྱུང་	བྱུང་	VERB
། །		PUNCT
		
ལུ་	ལུ་	NO_POS
		
མི་	མི་	PART
ཕྱེད་	ཕྱེད་	NUM
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བསྒྲུབ་པ་པོ་	བསྒྲུབ་པ་པོ་	VERB
།།		PUNCT
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
སྦྱོར་བ་	སྦྱོར་བ་	VERB
